I Sr No,Cust Name,Cust ID,Product Name,Product ID,Product Price,Quantity,Transaction ID,Transaction Date
4271,Ananya Thompson,CUST-0297,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-004271,2025-08-03
4272,Manoj Desai,CUST-0427,Water Bottle,PROD-0026,17.56,3,TXN-004272,2025-04-26
4273,Aditya Thompson,CUST-0774,Swimming Goggles,PROD-0048,16.81,2,TXN-004273,2024-03-07
4274,Vivaan Nair,CUST-0791,Web Development,PROD-0034,44.41,1,TXN-004274,2024-09-21
4275,Sai Singh,CUST-0609,Business Strategy,PROD-0035,33.11,2,TXN-004275,2025-07-13
4276,Nisha Reddy,CUST-0646,USB-C Hub,PROD-0003,61.28,2,TXN-004276,2024-01-03
4277,Vikram Robinson,CUST-0411,Tea Kettle,PROD-0030,40.05,3,TXN-004277,2024-05-28
4278,Sunita Reddy,CUST-0100,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-004278,2024-10-04
4279,Betty Shah,CUST-0424,Web Development,PROD-0034,44.41,3,TXN-004279,2024-04-17
4280,John Wright,CUST-0232,Coffee Maker,PROD-0021,62.05,2,TXN-004280,2025-02-07
4281,Mary Smith,CUST-0642,Knife Set,PROD-0025,68.52,4,TXN-004281,2025-07-13
4282,John Malhotra,CUST-0433,Travel Guide,PROD-0040,22.38,2,TXN-004282,2025-09-24
4283,Sophia Rao,CUST-0255,Football,PROD-0045,29.05,5,TXN-004283,2025-02-09
4284,Riya White,CUST-0714,Travel Guide,PROD-0040,22.38,2,TXN-004284,2024-11-15
4285,Nikhil Bhat,CUST-0519,Knife Set,PROD-0025,68.52,2,TXN-004285,2025-12-06
4286,Amit Clark,CUST-0093,Coffee Maker,PROD-0021,62.05,1,TXN-004286,2024-09-24
4287,Aadhya Singh,CUST-0322,Resistance Bands,PROD-0043,22.74,1,TXN-004287,2024-05-07
4288,Sai Garcia,CUST-0629,Laptop Stand,PROD-0009,59.55,3,TXN-004288,2025-11-26
4289,Manoj Sharma,CUST-0185,Portable Charger,PROD-0004,42.05,3,TXN-004289,2025-05-04
4290,Diya Thomas,CUST-0370,Winter Jacket,PROD-0016,125.83,2,TXN-004290,2025-01-25
4291,Priya Mehta,CUST-0712,USB-C Hub,PROD-0003,61.28,1,TXN-004291,2024-03-13
4292,Reyansh King,CUST-0486,Webcam HD,PROD-0006,72.22,2,TXN-004292,2024-03-04
4293,Riya Nair,CUST-0233,Cookbook,PROD-0039,22.32,2,TXN-004293,2025-07-22
4294,Vikram Miller,CUST-0405,Running Shoes,PROD-0014,41.04,2,TXN-004294,2024-09-11
4295,Nancy Harris,CUST-0421,Basketball,PROD-0046,39.63,2,TXN-004295,2024-04-12
4296,Noah Desai,CUST-0528,History of AI,PROD-0038,15.71,1,TXN-004296,2025-01-16
4297,Krishna Malhotra,CUST-0614,Portable Charger,PROD-0004,42.05,1,TXN-004297,2024-01-08
4298,Karan Davis,CUST-0051,Bluetooth Headphones,PROD-0002,92.28,2,TXN-004298,2025-10-28
4299,Aarav Davis,CUST-0587,Scarf,PROD-0020,33.28,3,TXN-004299,2024-11-01
4300,Sai Walker,CUST-0544,History of AI,PROD-0038,15.71,1,TXN-004300,2024-02-18
4301,Michael Malhotra,CUST-0301,Knife Set,PROD-0025,68.52,5,TXN-004301,2025-11-29
4302,Priya White,CUST-0281,Swimming Goggles,PROD-0048,16.81,4,TXN-004302,2025-09-20
4303,Anjali Young,CUST-0446,Cutting Board,PROD-0028,11.96,2,TXN-004303,2024-02-21
4304,Sai Desai,CUST-0335,Cutting Board,PROD-0028,11.96,1,TXN-004304,2024-01-15
4305,Daniel Rodriguez,CUST-0319,Coffee Maker,PROD-0021,62.05,2,TXN-004305,2025-01-07
4306,Riya King,CUST-0502,Cycling Gloves,PROD-0049,31.15,2,TXN-004306,2025-07-04
4307,Aarav White,CUST-0030,Fiction Novel,PROD-0037,12.83,2,TXN-004307,2024-11-11
4308,Ishaan Young,CUST-0787,Coffee Maker,PROD-0021,62.05,5,TXN-004308,2024-07-15
4309,Nikhil Bhat,CUST-0519,Cookbook,PROD-0039,22.32,1,TXN-004309,2024-05-13
4310,Diya Davis,CUST-0249,Non-Stick Pan,PROD-0024,32.73,1,TXN-004310,2025-02-18
4311,Mason Reddy,CUST-0391,Laptop Stand,PROD-0009,59.55,4,TXN-004311,2024-07-07
4312,Priya Gupta,CUST-0789,Storage Containers,PROD-0027,35.05,1,TXN-004312,2024-10-23
4313,Deepak Garcia,CUST-0056,Keyboard Mechanical,PROD-0007,97.82,1,TXN-004313,2024-12-08
4314,Manoj Young,CUST-0619,Cookbook,PROD-0039,22.32,1,TXN-004314,2024-02-24
4315,Swati Lee,CUST-0010,Football,PROD-0045,29.05,4,TXN-004315,2025-03-11
4316,Nikhil Robinson,CUST-0165,Denim Jeans,PROD-0012,82.97,1,TXN-004316,2024-06-04
4317,Rohit Rao,CUST-0302,Denim Jeans,PROD-0012,82.97,5,TXN-004317,2025-04-07
4318,Kavita King,CUST-0439,Python Programming,PROD-0031,22.63,2,TXN-004318,2025-04-30
4319,Daniel Rodriguez,CUST-0319,Water Bottle,PROD-0026,17.56,1,TXN-004319,2024-11-19
4320,Anthony Lewis,CUST-0628,Smartwatch,PROD-0005,158.2,1,TXN-004320,2024-04-16
4321,Susan Lewis,CUST-0081,Denim Jeans,PROD-0012,82.97,1,TXN-004321,2024-04-12
4322,Suresh Desai,CUST-0095,Non-Stick Pan,PROD-0024,32.73,4,TXN-004322,2025-05-30
4323,Patricia Williams,CUST-0258,Business Strategy,PROD-0035,33.11,3,TXN-004323,2025-10-16
4324,Noah Malhotra,CUST-0398,Portable Charger,PROD-0004,42.05,1,TXN-004324,2025-07-03
4325,Emma Rao,CUST-0016,Keyboard Mechanical,PROD-0007,97.82,2,TXN-004325,2025-06-12
4326,Ayaan Walker,CUST-0406,Python Programming,PROD-0031,22.63,3,TXN-004326,2025-07-26
4327,Sarah Shah,CUST-0131,Hoodie,PROD-0013,50.64,4,TXN-004327,2024-06-26
4328,Isabella Rao,CUST-0592,Cookbook,PROD-0039,22.32,4,TXN-004328,2025-01-01
4329,Sunita Martinez,CUST-0455,Wireless Mouse,PROD-0001,45.68,4,TXN-004329,2024-10-06
4330,Deepak Kulkarni,CUST-0457,Laptop Stand,PROD-0009,59.55,5,TXN-004330,2025-02-22
4331,Sarah Shah,CUST-0270,Cotton T-Shirt,PROD-0011,30.65,2,TXN-004331,2025-03-11
4332,Daniel Rao,CUST-0078,External SSD 1TB,PROD-0010,77.83,3,TXN-004332,2024-06-17
4333,Ananya Shah,CUST-0055,Running Shoes,PROD-0014,41.04,2,TXN-004333,2024-08-22
4334,Sneha Lewis,CUST-0754,Cycling Gloves,PROD-0049,31.15,4,TXN-004334,2024-12-16
4335,Aanya Clark,CUST-0234,Cutting Board,PROD-0028,11.96,1,TXN-004335,2025-08-25
4336,Susan Clark,CUST-0748,Knife Set,PROD-0025,68.52,4,TXN-004336,2025-06-29
4337,David Sharma,CUST-0050,Tea Kettle,PROD-0030,40.05,2,TXN-004337,2025-10-12
4338,Oliver Gupta,CUST-0173,Non-Stick Pan,PROD-0024,32.73,5,TXN-004338,2025-06-10
4339,Diya Rao,CUST-0180,Scarf,PROD-0020,33.28,1,TXN-004339,2025-11-18
4340,Diya Rodriguez,CUST-0571,Football,PROD-0045,29.05,3,TXN-004340,2025-05-30
4341,Lisa Robinson,CUST-0333,Casual Shorts,PROD-0017,29.07,1,TXN-004341,2024-10-01
4342,Matthew Anderson,CUST-0049,USB-C Hub,PROD-0003,61.28,2,TXN-004342,2025-03-15
4343,Rahul Brown,CUST-0261,Scarf,PROD-0020,33.28,2,TXN-004343,2024-10-19
4344,Manoj Moore,CUST-0668,Tea Kettle,PROD-0030,40.05,1,TXN-004344,2024-05-29
4345,Betty Thompson,CUST-0202,Smartwatch,PROD-0005,158.2,1,TXN-004345,2024-07-17
4346,Oliver Kumar,CUST-0158,Basketball,PROD-0046,39.63,5,TXN-004346,2024-10-19
4347,Priya Gupta,CUST-0789,Business Strategy,PROD-0035,33.11,2,TXN-004347,2025-05-18
4348,Oliver Taylor,CUST-0699,Travel Guide,PROD-0040,22.38,3,TXN-004348,2024-03-27
4349,Mary Pillai,CUST-0462,Dish Rack,PROD-0029,28.32,4,TXN-004349,2025-02-11
4350,Mark Desai,CUST-0783,Running Shoes,PROD-0014,41.04,1,TXN-004350,2024-10-27
4351,Nancy Singh,CUST-0661,Dumbbells (Pair),PROD-0042,77.78,2,TXN-004351,2024-06-19
4352,Riya King,CUST-0502,Cotton T-Shirt,PROD-0011,30.65,1,TXN-004352,2025-07-22
4353,Nisha Clark,CUST-0552,Knife Set,PROD-0025,68.52,2,TXN-004353,2024-03-15
4354,Meena Kumar,CUST-0487,Toaster,PROD-0023,31.12,3,TXN-004354,2025-11-01
4355,James Reddy,CUST-0556,Portable Charger,PROD-0004,42.05,3,TXN-004355,2024-03-09
4356,Betty Jackson,CUST-0622,Knife Set,PROD-0025,68.52,5,TXN-004356,2024-02-12
4357,Lucas Patel,CUST-0262,Blender,PROD-0022,46.5,3,TXN-004357,2024-07-18
4358,Sandra White,CUST-0034,Knife Set,PROD-0025,68.52,2,TXN-004358,2024-08-23
4359,Lisa Robinson,CUST-0333,Tennis Racket,PROD-0047,61.92,2,TXN-004359,2024-05-28
4360,Jessica Chopra,CUST-0274,Travel Guide,PROD-0040,22.38,4,TXN-004360,2024-12-04
4361,Reyansh Nair,CUST-0236,Scarf,PROD-0020,33.28,1,TXN-004361,2025-12-17
4362,Vihaan Garcia,CUST-0650,Swimming Goggles,PROD-0048,16.81,1,TXN-004362,2024-03-11
4363,Aadhya Lewis,CUST-0733,Water Bottle,PROD-0026,17.56,2,TXN-004363,2025-06-01
4364,Richard Wright,CUST-0294,Machine Learning Guide,PROD-0033,42.63,4,TXN-004364,2025-03-11
4365,Nisha Wright,CUST-0354,Denim Jeans,PROD-0012,82.97,1,TXN-004365,2024-09-17
4366,Nisha Kulkarni,CUST-0687,Non-Stick Pan,PROD-0024,32.73,1,TXN-004366,2025-03-13
4367,Ananya Shah,CUST-0055,Business Strategy,PROD-0035,33.11,1,TXN-004367,2025-07-01
4368,Amit Clark,CUST-0371,Football,PROD-0045,29.05,1,TXN-004368,2025-09-09
4369,Vivaan Johnson,CUST-0635,Running Shoes,PROD-0014,41.04,2,TXN-004369,2025-07-19
4370,Sophia Jones,CUST-0110,Wireless Mouse,PROD-0001,45.68,2,TXN-004370,2025-10-28
4371,Aditya Thompson,CUST-0774,Tennis Racket,PROD-0047,61.92,2,TXN-004371,2024-09-03
4372,Sunita Harris,CUST-0660,Cookbook,PROD-0039,22.32,1,TXN-004372,2025-07-03
4373,Riya Martinez,CUST-0468,Machine Learning Guide,PROD-0033,42.63,2,TXN-004373,2024-09-18
4374,Nisha Clark,CUST-0552,Swimming Goggles,PROD-0048,16.81,1,TXN-004374,2025-09-29
4375,Diya Young,CUST-0582,History of AI,PROD-0038,15.71,2,TXN-004375,2025-08-23
4376,Aanya Young,CUST-0541,Machine Learning Guide,PROD-0033,42.63,3,TXN-004376,2025-12-08
4377,Krishna Malhotra,CUST-0614,Portable Charger,PROD-0004,42.05,1,TXN-004377,2024-11-18
4378,Deepak Desai,CUST-0493,History of AI,PROD-0038,15.71,3,TXN-004378,2025-05-05
4379,Richard Johnson,CUST-0108,Sports Socks (3-pack),PROD-0018,13.94,3,TXN-004379,2025-11-28
4380,Linda Anderson,CUST-0141,Casual Shorts,PROD-0017,29.07,1,TXN-004380,2024-02-07
4381,Lisa Rodriguez,CUST-0092,Tennis Racket,PROD-0047,61.92,5,TXN-004381,2025-07-07
4382,Arjun Moore,CUST-0766,Knife Set,PROD-0025,68.52,3,TXN-004382,2024-06-28
4383,Amit Lopez,CUST-0275,Laptop Stand,PROD-0009,59.55,4,TXN-004383,2025-07-24
4384,Sneha Verma,CUST-0665,Formal Shirt,PROD-0015,57.36,2,TXN-004384,2024-06-15
4385,Donald White,CUST-0534,Winter Jacket,PROD-0016,125.83,1,TXN-004385,2024-04-15
4386,Nikhil Thompson,CUST-0155,Monitor Stand,PROD-0008,53.18,5,TXN-004386,2025-11-06
4387,Richard Lewis,CUST-0563,Data Science Handbook,PROD-0032,42.44,1,TXN-004387,2024-06-09
4388,Charles Taylor,CUST-0581,Running Shoes,PROD-0014,41.04,5,TXN-004388,2025-06-13
4389,Noah Desai,CUST-0528,Portable Charger,PROD-0004,42.05,3,TXN-004389,2025-07-24
4390,Vivaan Menon,CUST-0218,Cotton T-Shirt,PROD-0011,30.65,1,TXN-004390,2024-02-15
4391,Krishna Wright,CUST-0120,Wireless Mouse,PROD-0001,45.68,1,TXN-004391,2024-06-28
4392,Arjun Verma,CUST-0003,Bluetooth Headphones,PROD-0002,92.28,1,TXN-004392,2025-06-18
4393,James Mehta,CUST-0396,Tea Kettle,PROD-0030,40.05,2,TXN-004393,2024-04-27
4394,Sunita Kumar,CUST-0047,Bluetooth Headphones,PROD-0002,92.28,2,TXN-004394,2025-10-08
4395,Divya Patel,CUST-0612,Resistance Bands,PROD-0043,22.74,4,TXN-004395,2025-11-23
4396,Deepak Desai,CUST-0493,Basketball,PROD-0046,39.63,1,TXN-004396,2024-01-12
4397,Charlotte Singh,CUST-0561,Webcam HD,PROD-0006,72.22,3,TXN-004397,2024-07-12
4398,Rahul Smith,CUST-0382,Knife Set,PROD-0025,68.52,3,TXN-004398,2024-10-22
4399,Nikhil Lopez,CUST-0064,Tennis Racket,PROD-0047,61.92,1,TXN-004399,2025-07-20
4400,Ananya Thompson,CUST-0297,Coffee Maker,PROD-0021,62.05,2,TXN-004400,2025-10-18
4401,Richard Smith,CUST-0088,History of AI,PROD-0038,15.71,2,TXN-004401,2024-02-18
4402,Noah Pillai,CUST-0495,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-004402,2025-07-17
4403,William Taylor,CUST-0657,Laptop Stand,PROD-0009,59.55,1,TXN-004403,2024-11-12
4404,John Walker,CUST-0419,History of AI,PROD-0038,15.71,1,TXN-004404,2025-11-23
4405,Sandra Martin,CUST-0101,USB-C Hub,PROD-0003,61.28,1,TXN-004405,2024-01-18
4406,Emma Hernandez,CUST-0469,Cycling Gloves,PROD-0049,31.15,2,TXN-004406,2024-07-05
4407,Mia Verma,CUST-0004,Non-Stick Pan,PROD-0024,32.73,3,TXN-004407,2024-10-12
4408,Manoj Reddy,CUST-0338,Swimming Goggles,PROD-0048,16.81,2,TXN-004408,2025-03-24
4409,Sunita Bhat,CUST-0077,Blender,PROD-0022,46.5,1,TXN-004409,2025-12-06
4410,Ashley Sharma,CUST-0048,Cutting Board,PROD-0028,11.96,2,TXN-004410,2025-11-15
4411,Vihaan White,CUST-0400,Cutting Board,PROD-0028,11.96,1,TXN-004411,2024-03-16
4412,Ishaan White,CUST-0014,Dumbbells (Pair),PROD-0042,77.78,1,TXN-004412,2025-01-14
4413,Deepak Rodriguez,CUST-0307,Webcam HD,PROD-0006,72.22,3,TXN-004413,2025-12-21
4414,Oliver Kulkarni,CUST-0231,Cap,PROD-0019,12.46,1,TXN-004414,2025-04-02
4415,Nikhil Lopez,CUST-0555,Coffee Maker,PROD-0021,62.05,1,TXN-004415,2025-09-20
4416,Michael Smith,CUST-0606,Sports Socks (3-pack),PROD-0018,13.94,3,TXN-004416,2025-04-25
4417,Sarah Williams,CUST-0043,Web Development,PROD-0034,44.41,2,TXN-004417,2025-01-11
4418,Charlotte Bhat,CUST-0792,Self-Help Guide,PROD-0036,10.26,3,TXN-004418,2025-03-16
4419,Susan Davis,CUST-0430,Self-Help Guide,PROD-0036,10.26,1,TXN-004419,2025-07-21
4420,Nancy Bhat,CUST-0145,Knife Set,PROD-0025,68.52,2,TXN-004420,2025-08-04
4421,Manoj Lee,CUST-0579,Travel Guide,PROD-0040,22.38,2,TXN-004421,2025-02-01
4422,Betty Jackson,CUST-0622,Tea Kettle,PROD-0030,40.05,3,TXN-004422,2025-06-24
4423,Susan Davis,CUST-0240,Business Strategy,PROD-0035,33.11,2,TXN-004423,2025-07-22
4424,Donald Thomas,CUST-0533,Yoga Mat,PROD-0041,42.7,2,TXN-004424,2025-04-28
4425,Charles Kulkarni,CUST-0542,Jump Rope,PROD-0044,18.67,2,TXN-004425,2025-05-11
4426,Mary Patel,CUST-0630,Smartwatch,PROD-0005,158.2,1,TXN-004426,2025-01-14
4427,Michael Smith,CUST-0606,Cutting Board,PROD-0028,11.96,1,TXN-004427,2025-04-09
4428,Divya Kumar,CUST-0080,Fiction Novel,PROD-0037,12.83,2,TXN-004428,2025-01-21
4429,Lisa Hernandez,CUST-0024,Football,PROD-0045,29.05,2,TXN-004429,2024-05-09
4430,Joseph White,CUST-0023,Webcam HD,PROD-0006,72.22,1,TXN-004430,2025-12-19
4431,Mark Desai,CUST-0783,Toaster,PROD-0023,31.12,2,TXN-004431,2025-10-08
4432,Jennifer Mehta,CUST-0535,Fiction Novel,PROD-0037,12.83,2,TXN-004432,2024-07-10
4433,Elizabeth Thomas,CUST-0390,Wireless Mouse,PROD-0001,45.68,1,TXN-004433,2024-03-21
4434,Oliver Thomas,CUST-0567,Wireless Mouse,PROD-0001,45.68,3,TXN-004434,2025-08-08
4435,James Young,CUST-0378,Laptop Stand,PROD-0009,59.55,4,TXN-004435,2025-04-17
4436,Diya Thomas,CUST-0370,Blender,PROD-0022,46.5,2,TXN-004436,2024-04-30
4437,Mia White,CUST-0472,Data Science Handbook,PROD-0032,42.44,2,TXN-004437,2025-12-24
4438,Amit Clark,CUST-0093,Resistance Bands,PROD-0043,22.74,3,TXN-004438,2025-05-14
4439,Patricia Wright,CUST-0304,Knife Set,PROD-0025,68.52,2,TXN-004439,2024-03-17
4440,Suresh Shah,CUST-0099,Business Strategy,PROD-0035,33.11,2,TXN-004440,2025-10-22
4441,Swati Gupta,CUST-0565,External SSD 1TB,PROD-0010,77.83,1,TXN-004441,2025-09-15
4442,Noah Verma,CUST-0730,History of AI,PROD-0038,15.71,2,TXN-004442,2024-05-21
4443,Kavita Thompson,CUST-0447,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-004443,2024-05-24
4444,Mark Hernandez,CUST-0618,Python Programming,PROD-0031,22.63,1,TXN-004444,2025-08-24
4445,Sunita Bhat,CUST-0077,Dish Rack,PROD-0029,28.32,1,TXN-004445,2025-12-25
4446,Meena Thomas,CUST-0271,Tennis Racket,PROD-0047,61.92,3,TXN-004446,2024-09-29
4447,Patricia Bhat,CUST-0136,Keyboard Mechanical,PROD-0007,97.82,3,TXN-004447,2024-12-20
4448,Nikhil Pillai,CUST-0698,Cap,PROD-0019,12.46,1,TXN-004448,2024-02-16
4449,Ananya Hernandez,CUST-0327,Cutting Board,PROD-0028,11.96,3,TXN-004449,2024-05-09
4450,Arjun Verma,CUST-0003,Fiction Novel,PROD-0037,12.83,1,TXN-004450,2025-01-10
4451,Liam Clark,CUST-0509,Wireless Mouse,PROD-0001,45.68,3,TXN-004451,2024-01-19
4452,Anthony Malhotra,CUST-0752,Portable Charger,PROD-0004,42.05,1,TXN-004452,2025-02-12
4453,Neha Miller,CUST-0225,Basketball,PROD-0046,39.63,4,TXN-004453,2025-02-23
4454,Betty Martinez,CUST-0282,Portable Charger,PROD-0004,42.05,2,TXN-004454,2024-08-04
4455,Susan Robinson,CUST-0140,Sports Socks (3-pack),PROD-0018,13.94,3,TXN-004455,2025-04-26
4456,Jessica Anderson,CUST-0182,Machine Learning Guide,PROD-0033,42.63,1,TXN-004456,2025-07-27
4457,Jessica Rao,CUST-0626,Coffee Maker,PROD-0021,62.05,4,TXN-004457,2024-10-13
4458,Aarav King,CUST-0006,Portable Charger,PROD-0004,42.05,1,TXN-004458,2025-06-16
4459,Manoj Moore,CUST-0668,Web Development,PROD-0034,44.41,1,TXN-004459,2025-12-06
4460,Rajesh Chopra,CUST-0269,Basketball,PROD-0046,39.63,2,TXN-004460,2024-04-02
4461,Susan Robinson,CUST-0140,Storage Containers,PROD-0027,35.05,1,TXN-004461,2025-07-09
4462,Vivaan Nair,CUST-0791,Non-Stick Pan,PROD-0024,32.73,1,TXN-004462,2024-03-08
4463,Charlotte Jackson,CUST-0061,Toaster,PROD-0023,31.12,4,TXN-004463,2025-10-18
4464,Diya Jones,CUST-0715,Cycling Gloves,PROD-0049,31.15,4,TXN-004464,2024-04-03
4465,Aditya Allen,CUST-0119,Fiction Novel,PROD-0037,12.83,1,TXN-004465,2024-01-02
4466,Jessica Rao,CUST-0626,Denim Jeans,PROD-0012,82.97,3,TXN-004466,2024-04-21
4467,Mia Rao,CUST-0673,Webcam HD,PROD-0006,72.22,1,TXN-004467,2025-03-13
4468,Lucas Davis,CUST-0083,Swimming Goggles,PROD-0048,16.81,4,TXN-004468,2025-01-06
4469,Riya Nair,CUST-0233,Dish Rack,PROD-0029,28.32,1,TXN-004469,2025-08-06
4470,Susan Robinson,CUST-0140,Hoodie,PROD-0013,50.64,1,TXN-004470,2025-04-18
4471,Sarah Nair,CUST-0073,Cutting Board,PROD-0028,11.96,2,TXN-004471,2025-11-27
4472,Emma Rao,CUST-0016,Wireless Mouse,PROD-0001,45.68,5,TXN-004472,2024-09-19
4473,Neha Iyer,CUST-0718,Dumbbells (Pair),PROD-0042,77.78,1,TXN-004473,2025-05-31
4474,Rahul Bhat,CUST-0588,Scarf,PROD-0020,33.28,2,TXN-004474,2024-12-01
4475,Divya Hernandez,CUST-0716,Cap,PROD-0019,12.46,1,TXN-004475,2025-10-23
4476,Nancy Bhat,CUST-0145,Fiction Novel,PROD-0037,12.83,2,TXN-004476,2025-02-27
4477,Aditya Thompson,CUST-0608,Self-Help Guide,PROD-0036,10.26,2,TXN-004477,2025-02-26
4478,Sneha Taylor,CUST-0353,Laptop Stand,PROD-0009,59.55,2,TXN-004478,2024-10-12
4479,Jennifer Mehta,CUST-0484,Gym Bag,PROD-0050,52.65,1,TXN-004479,2024-03-31
4480,William Kumar,CUST-0640,Tennis Racket,PROD-0047,61.92,2,TXN-004480,2024-05-24
4481,Reyansh King,CUST-0486,Hoodie,PROD-0013,50.64,3,TXN-004481,2025-07-05
4482,Sai Walker,CUST-0085,Running Shoes,PROD-0014,41.04,4,TXN-004482,2024-03-13
4483,Suresh Kumar,CUST-0037,Casual Shorts,PROD-0017,29.07,1,TXN-004483,2024-06-06
4484,Linda Martinez,CUST-0361,Gym Bag,PROD-0050,52.65,2,TXN-004484,2025-09-17
4485,Ashley Jones,CUST-0413,Formal Shirt,PROD-0015,57.36,2,TXN-004485,2024-03-11
4486,Riya Verma,CUST-0480,Cap,PROD-0019,12.46,1,TXN-004486,2025-01-03
4487,Karan Miller,CUST-0449,Casual Shorts,PROD-0017,29.07,2,TXN-004487,2024-09-04
4488,Ishaan Clark,CUST-0346,External SSD 1TB,PROD-0010,77.83,2,TXN-004488,2024-03-02
4489,Manoj Martin,CUST-0416,Sports Socks (3-pack),PROD-0018,13.94,5,TXN-004489,2025-03-21
4490,Margaret Pillai,CUST-0040,Swimming Goggles,PROD-0048,16.81,2,TXN-004490,2024-07-17
4491,Mia Thomas,CUST-0603,Self-Help Guide,PROD-0036,10.26,1,TXN-004491,2024-09-14
4492,Deepak Rodriguez,CUST-0307,Business Strategy,PROD-0035,33.11,2,TXN-004492,2025-07-14
4493,Mia Nair,CUST-0311,Denim Jeans,PROD-0012,82.97,1,TXN-004493,2024-08-21
4494,Patricia Martin,CUST-0392,Yoga Mat,PROD-0041,42.7,5,TXN-004494,2024-11-01
4495,Manoj Martin,CUST-0416,Laptop Stand,PROD-0009,59.55,2,TXN-004495,2024-12-04
4496,Swati Malhotra,CUST-0343,Portable Charger,PROD-0004,42.05,2,TXN-004496,2025-03-30
4497,Neha Rodriguez,CUST-0284,Basketball,PROD-0046,39.63,1,TXN-004497,2025-01-03
4498,Pari Thomas,CUST-0460,Travel Guide,PROD-0040,22.38,1,TXN-004498,2024-03-22
4499,Nisha Harris,CUST-0373,Water Bottle,PROD-0026,17.56,1,TXN-004499,2025-08-01
4500,Rohit Robinson,CUST-0188,Tennis Racket,PROD-0047,61.92,3,TXN-004500,2025-08-31
4501,Pooja Walker,CUST-0035,Business Strategy,PROD-0035,33.11,4,TXN-004501,2024-11-28
4502,Sophia Jones,CUST-0110,USB-C Hub,PROD-0003,61.28,2,TXN-004502,2025-12-17
4503,Vihaan Smith,CUST-0317,Tennis Racket,PROD-0047,61.92,1,TXN-004503,2025-09-06
4504,Divya Rodriguez,CUST-0105,Formal Shirt,PROD-0015,57.36,1,TXN-004504,2024-03-26
4505,Rahul Allen,CUST-0103,Tea Kettle,PROD-0030,40.05,3,TXN-004505,2025-02-01
4506,Riya Harris,CUST-0098,Cookbook,PROD-0039,22.32,5,TXN-004506,2024-01-20
4507,Myra Desai,CUST-0146,Blender,PROD-0022,46.5,3,TXN-004507,2025-12-22
4508,Aanya Gupta,CUST-0456,Jump Rope,PROD-0044,18.67,1,TXN-004508,2025-12-04
4509,Richard Menon,CUST-0720,Denim Jeans,PROD-0012,82.97,1,TXN-004509,2024-01-25
4510,Manoj Martin,CUST-0416,Basketball,PROD-0046,39.63,2,TXN-004510,2024-08-27
4511,Charles Kumar,CUST-0323,Sports Socks (3-pack),PROD-0018,13.94,2,TXN-004511,2024-03-26
4512,Oliver Taylor,CUST-0699,Denim Jeans,PROD-0012,82.97,5,TXN-004512,2024-03-25
4513,Arjun Shah,CUST-0683,Laptop Stand,PROD-0009,59.55,1,TXN-004513,2024-11-17
4514,Diya Garcia,CUST-0580,Toaster,PROD-0023,31.12,4,TXN-004514,2024-03-01
4515,Krishna Gupta,CUST-0011,Cotton T-Shirt,PROD-0011,30.65,4,TXN-004515,2025-12-17
4516,Swati Kulkarni,CUST-0052,Webcam HD,PROD-0006,72.22,1,TXN-004516,2024-12-11
4517,Meena Anderson,CUST-0220,Tennis Racket,PROD-0047,61.92,4,TXN-004517,2024-12-21
4518,Riya Jackson,CUST-0671,Jump Rope,PROD-0044,18.67,2,TXN-004518,2024-09-22
4519,Ananya Lewis,CUST-0451,Yoga Mat,PROD-0041,42.7,4,TXN-004519,2024-12-13
4520,Isha Nair,CUST-0033,Dish Rack,PROD-0029,28.32,1,TXN-004520,2025-05-19
4521,Rahul Allen,CUST-0103,Cycling Gloves,PROD-0049,31.15,2,TXN-004521,2024-07-14
4522,Sunita Patel,CUST-0133,Tea Kettle,PROD-0030,40.05,2,TXN-004522,2024-02-20
4523,Richard Jackson,CUST-0363,Basketball,PROD-0046,39.63,3,TXN-004523,2025-11-21
4524,Nancy Pillai,CUST-0375,Dumbbells (Pair),PROD-0042,77.78,1,TXN-004524,2024-08-24
4525,Arjun Shah,CUST-0683,Cycling Gloves,PROD-0049,31.15,3,TXN-004525,2024-02-19
4526,Swati Lee,CUST-0010,Water Bottle,PROD-0026,17.56,1,TXN-004526,2025-11-24
4527,Matthew Singh,CUST-0637,Running Shoes,PROD-0014,41.04,5,TXN-004527,2024-01-13
4528,Reyansh White,CUST-0209,Football,PROD-0045,29.05,4,TXN-004528,2024-05-01
4529,Mia Verma,CUST-0004,Sports Socks (3-pack),PROD-0018,13.94,1,TXN-004529,2024-02-02
4530,Meena Anderson,CUST-0220,Cutting Board,PROD-0028,11.96,1,TXN-004530,2025-09-18
4531,Divya Hernandez,CUST-0716,Cycling Gloves,PROD-0049,31.15,1,TXN-004531,2024-03-14
4532,James Reddy,CUST-0556,Scarf,PROD-0020,33.28,2,TXN-004532,2024-04-06
4533,Deepak Brown,CUST-0227,Dumbbells (Pair),PROD-0042,77.78,1,TXN-004533,2025-09-22
4534,Sunita Martinez,CUST-0632,Denim Jeans,PROD-0012,82.97,5,TXN-004534,2025-01-02
